source_page,url,link_text,extension,downloadable,year_guess,period_guess,file_type_guess
https://www.mof.gov.sa/en/financialreport,https://www.mof.gov.sa/en/NSDP/Pages/default.aspx,Home,,False,,,other_financial_file
https://www.mof.gov.sa/en/financialreport,https://www.mof.gov.sa/en/MOFMobileApp/Pages/default.aspx,MOF Mobile Application,,False,,,other_financial_file
https://www.mof.gov.sa/en/financialreport,https://www.mof.gov.sa/en/MOFMobileApp/budget/Pages/default.aspx,budget,,False,,,other_financial_file
https://www.mof.gov.sa/en/financialreport,https://www.mof.gov.sa/en/MOFMobileApp/budget/mediacenter/Pages/default.aspx,Media Center,,False,,,other_financial_file
https://www.mof.gov.sa/en/financialreport,https://www.mof.gov.sa/en/MOFMobileApp/Quarterly_reports/Pages/default.aspx,Quarterly Reports,,False,,,other_financial_file
https://www.mof.gov.sa/en/financialreport,https://www.mof.gov.sa/en/MOFMobileApp/Quarterly_reports/quarterone2017/Pages/default.aspx,Kingdom’s First Quarter Budget Performance 2017,,False,2017.0,Q1,budget_performance_report
https://www.mof.gov.sa/en/financialreport,https://www.mof.gov.sa/en/MOFMobileApp/Quarterly_reports/quartertwo/Pages/default.aspx,Kingdom’s Second Quarter Budget Performance 2017,,False,2017.0,Q2,budget_performance_report
https://www.mof.gov.sa/en/financialreport,https://www.mof.gov.sa/en/MOFMobileApp/Quarterly_reports/Pages/q1.aspx,Kingdom’s First Quarter Budget Performance 2024,,False,2024.0,Q1,budget_performance_report
https://www.mof.gov.sa/en/financialreport,https://www.mof.gov.sa/en/MOFMobileApp/Quarterly_reports/Pages/q4.aspx,Kingdom’s Fourth Quarter Budget Performance 2023,,False,2023.0,Q4,budget_performance_report
https://www.mof.gov.sa/en/financialreport,https://www.mof.gov.sa/en/MOFMobileApp/Quarterly_reports/Pages/q2.aspx,Kingdom’s Second Quarter Budget Performance 2024,,False,2024.0,Q2,budget_performance_report
https://www.mof.gov.sa/en/financialreport,https://www.mof.gov.sa/en/MOFMobileApp/Quarterly_reports/Pages/q3.aspx,Kingdom’s Third Quarter Budget Performance 2024,,False,2024.0,Q3,budget_performance_report
https://www.mof.gov.sa/en/financialreport/2025/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2025/Documents/Q1E%202025-%20Final.pdf,,.pdf,True,2025.0,End-Year/Annual,other_financial_file
https://www.mof.gov.sa/en/financialreport/2025/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2025/Documents/infoE%20Q1-2025%20En%20Final.pdf,,.pdf,True,2025.0,End-Year/Annual,other_financial_file
https://www.mof.gov.sa/en/financialreport/2025/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2025/Documents/Q2E%202025-%20Final.pdf,,.pdf,True,2025.0,End-Year/Annual,other_financial_file
https://www.mof.gov.sa/en/financialreport/2025/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2025/Documents/info%20En%20Q2-2025%20Final.pdf,,.pdf,True,2025.0,End-Year/Annual,other_financial_file
https://www.mof.gov.sa/en/financialreport/2025/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2025/Documents/Mid-Bud-E2025.pdf,,.pdf,True,2025.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2025/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2025/Documents/Q3%202025%20-%20En.pdf,,.pdf,True,2025.0,Q3,other_financial_file
https://www.mof.gov.sa/en/financialreport/2025/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2025/Documents/info%20EN%20-%20Q3%20-%202025.pdf,,.pdf,True,2025.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2025/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2025/Documents/Q4%202025-%20En.pdf,,.pdf,True,2025.0,Q4,other_financial_file
https://www.mof.gov.sa/en/financialreport/2025/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2025/Documents/info%20EN%20-%20Q4.pdf,,.pdf,True,2025.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2025/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2025,,,False,2025.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2026/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2026/Documents/Q1%20Eng%202026%20V12%20FINAL.pdf,,.pdf,True,2026.0,Q1,other_financial_file
https://www.mof.gov.sa/en/financialreport/2026/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2026/Documents/info%20ENG%20Q1-2026%20V6%20FINAL.pdf,,.pdf,True,2026.0,End-Year/Annual,other_financial_file
https://www.mof.gov.sa/en/financialreport/2026/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2026,,,False,2026.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024/Documents/Q1E%202024-%20F.pdf,,.pdf,True,2024.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024/Documents/Copy%20of%20Quarterly%20Budget%20Performance%20Report_Q1_2024-V12.xlsx,,.xlsx,True,2024.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024/Documents/infoE%20Q1-2024%200505.pdf,,.pdf,True,2024.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024/Documents/Q2E%202024.pdf,,.pdf,True,2024.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024/Documents/Quarterly%20Budget%20Performance%20Report_Q2_2024-all.xlsx,,.xlsx,True,2024.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024/Documents/infoE%20Q2-2024.pdf,,.pdf,True,2024.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024/Documents/Mid-Bud-E%202024%20F.pdf,,.pdf,True,2024.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024/Documents/Q3E%202024-F.pdf,,.pdf,True,2024.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024/Documents/Quarterly%20Budget%20Performance%20Report_Q3_2024.xlsx,,.xlsx,True,2024.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024/Documents/infoE%20Q3-2024%20F.pdf,,.pdf,True,2024.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024/Documents/Q4E%202024-%20Final%20En.pdf,,.pdf,True,2024.0,End-Year/Annual,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024/Documents/Quarterly%20Budget%20Performance%20Report_Q4_2024.xlsx,,.xlsx,True,2024.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024/Documents/infoE%20Q4-2024%20Final.pdf,,.pdf,True,2024.0,End-Year/Annual,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024/Documents/END-Bud%202024%20Eng%20290625%20FINAL.pdf,,.pdf,True,2024.0,End-Year/Annual,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2024,,,False,2024.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/Q1E%202023.pdf,,.pdf,True,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/Quarterly%20Budget%20Performance%20Report_Q1_2023.xlsx,,.xlsx,True,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/infoE%20Q1-2023.pdf,,.pdf,True,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/Q2E%202023%20F.pdf,,.pdf,True,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/Quarterly_Budget%20_Performance_Report_Q2_2023.xlsx,,.xlsx,True,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/infoE%20Q2-2023F.pdf,,.pdf,True,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/Mid-Bud-E%202023%20F.pdf,,.pdf,True,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/Q3E%202023.pdf,,.pdf,True,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/Q3-2023%20Quarterly%20Budget%20Performance%20Tables.xlsx,,.xlsx,True,2023.0,Q3,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/infoE%20Q3-2023.pdf,,.pdf,True,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/Q4E%202023-140224.pdf,,.pdf,True,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/Q4-2023%20Quarterly%20Budget%20Performance%20Table_Final.xlsx,,.xlsx,True,2023.0,Q4,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/infoE%20Q4-2023%20140224.pdf,,.pdf,True,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/infoE%20Until%20Q4-2023%20140224.pdf,,.pdf,True,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023/Documents/END-Bud-E%202023%20F2.pdf,,.pdf,True,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2023,,,False,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2022/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2022/Documents/END%20Bud-E%202022.pdf,,.pdf,True,2022.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2022/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2022/Documents/Q4%20E%202022.pdf,,.pdf,True,2022.0,Q4,other_financial_file
https://www.mof.gov.sa/en/financialreport/2022/Pages/default.aspx,https://www.mof.gov.sa/financialreport/2022/Documents/Quarterly%20Budget%20Performance%20Report_Q4_2022.xlsx,,.xlsx,True,2022.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2022/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2022/Documents/Q3E2022.pdf,,.pdf,True,2022.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2022/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2022/Documents/Quarterly%20Budget%20Performance%20Report_Q3_2022.xlsx,,.xlsx,True,2022.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2022/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2022/Documents/Mid-Bud%202022-En.pdf,,.pdf,True,2022.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2022/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2022/Documents/Q2E2022.pdf,,.pdf,True,2022.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2022/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2022/Documents/Quarterly_Budget%20_Performance_Report_Q2_2022_final.xlsx,,.xlsx,True,2022.0,End-Year/Annual,other_financial_file
https://www.mof.gov.sa/en/financialreport/2022/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2022/Documents/Q1E%202022-MOF.pdf,,.pdf,True,2022.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2022/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2022/Documents/Quarterly%20Budget%20Performance%20Report_Q1_2021.xlsx,,.xlsx,True,2022.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2022/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2022,,,False,2022.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2021/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2021/Documents/END_Bud-Eng%202021.pdf,,.pdf,True,2021.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2021/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2021/Documents/Q4E%202021.pdf,,.pdf,True,2021.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2021/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2021/Documents/infoE%20Q4-2021.pdf,,.pdf,True,2021.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2021/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2021/Documents/Q3E%202021.pdf,,.pdf,True,2021.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2021/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2021/Documents/infoE%20Q3-2021.pdf,,.pdf,True,2021.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2021/Pages/default.aspx,https://www.mof.gov.sa/en/Documents/Mid-Bud-En_2021.pdf,,.pdf,True,2021.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2021/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2021/Documents/Q2E2021-210802.pdf,,.pdf,True,2021.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2021/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2021/Documents/infoE%20Q2%202021.pdf,,.pdf,True,2021.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2021/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2021/Documents/Q1E20212904-1.pdf,,.pdf,True,2021.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2021/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2021,,,False,2021.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2020/Pages/default.aspx,https://mof.gov.sa/en/financialreport/2020/Documents/Q4-2020-.pdf,,.pdf,True,2020.0,Q4,other_financial_file
https://www.mof.gov.sa/en/financialreport/2020/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2020/Documents/Q3%20E%202020.pdf,,.pdf,True,2020.0,Q3,other_financial_file
https://www.mof.gov.sa/en/financialreport/2020/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2020/Documents/Q2E2020.pdf,,.pdf,True,2020.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2020/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2020/Documents/Q1_E_2020.pdf,,.pdf,True,2020.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2020/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2020,,,False,2020.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2019/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2019/Documents/Q1E-201.pdf,,.pdf,True,2019.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2019/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2019/Documents/E.pdf,,.pdf,True,2019.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2019/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2019/Documents/Q2%20E%202019.pdf,,.pdf,True,2019.0,Q2,other_financial_file
https://www.mof.gov.sa/en/financialreport/2019/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2019/Documents/Q2%20E%202019%20Info2.pdf,,.pdf,True,2019.0,Q2,other_financial_file
https://www.mof.gov.sa/en/financialreport/2019/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2019/Documents/Q3%20E%202019.pdf,,.pdf,True,2019.0,Q3,other_financial_file
https://www.mof.gov.sa/en/financialreport/2019/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2019/Documents/info.pdf,,.pdf,True,2019.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2019/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2019/Documents/Q4%20E%202019.pdf,,.pdf,True,2019.0,Q4,other_financial_file
https://www.mof.gov.sa/en/financialreport/2019/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2019,,,False,2019.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2018/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2018/quarterone/Pages/default.aspx,Kingdom’s First Quarter Budget Performance 2018,,False,2018.0,Q1,budget_performance_report
https://www.mof.gov.sa/en/financialreport/2018/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2018/quartertwo/Pages/default.aspx,Kingdom’s Second Quarter Budget Performance 2018,,False,2018.0,Q2,budget_performance_report
https://www.mof.gov.sa/en/financialreport/2018/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2018/quarterThree/Pages/default.aspx,Kingdom’s Third Quarter Budget Performance 2018,,False,2018.0,Q3,budget_performance_report
https://www.mof.gov.sa/en/financialreport/2018/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2018/Documents/Q3E2018%20%20(3)%20(infographic)%20ND.PDF,,.pdf,True,2018.0,,infographic
https://www.mof.gov.sa/en/financialreport/2018/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2018/Documents/Q3E2018(oct29).pdf,,.pdf,True,2018.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2018/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2018/Documents/Q2E2018%20report.pdf,,.pdf,True,2018.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2018/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2018/Documents/2018_Q1_E_Finaincial%20Report.pdf,,.pdf,True,2018.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2018/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2018,,,False,2018.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/Documents/2017 Report.pdf,End of the Year Budget Report 2017,.pdf,True,2017.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017/quarterthree2017/Pages/default.aspx,Kingdom’s Third Quarter Budget Performance 2017,,False,2017.0,Q3,budget_performance_report
https://www.mof.gov.sa/en/financialreport/2017/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017/quartertwo/Pages/default.aspx,Kingdom’s Second Quarter Budget Performance 2017,,False,2017.0,Q2,budget_performance_report
https://www.mof.gov.sa/en/financialreport/2017/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017/quarterone2017/Pages/default.aspx,Kingdom’s First Quarter Budget Performance 2017,,False,2017.0,Q1,budget_performance_report
https://www.mof.gov.sa/en/financialreport/2017/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/Documents/2017%20Report.pdf,,.pdf,True,2017.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/Documents/171119%20infographic%20q3%20eng%20H.pdf,,.pdf,True,,,infographic
https://www.mof.gov.sa/en/financialreport/2017/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/quartertwo/Documents/Q2%20English.pdf,,.pdf,True,,Q2,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/Pages/default.aspx,https://www.mof.gov.sa/en/MediaCenter/Documents/170511%20Q1%20Report%20Final%20ZZ.pdf,,.pdf,True,,End-Year/Annual,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017,,,False,2017.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2016,https://www.mof.gov.sa/Pages/default.aspx,,,False,,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/quarterthree2017/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017/quarterthree2017/PublishingImages/Pages/default/171119%20Q3%20infographics%20Eng%20B.jpg,,,False,2017.0,,infographic
https://www.mof.gov.sa/en/financialreport/2017/quarterthree2017/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017/quarterthree2017,,,False,2017.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/quartertwo/Pages/default.aspx,https://www.mof.gov.sa/en/quartertwo/Pages/default.aspx,Kingdom’s Second  Quarter Budget Performance 2017,,False,2017.0,Q2,budget_performance_report
https://www.mof.gov.sa/en/financialreport/2017/quartertwo/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017/quartertwo/Pages/Disability.aspx,The Deficit For The Second Quarter,,False,2017.0,Q2,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/quartertwo/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017/quartertwo/Pages/Expenses.aspx,"The Total Expenses, For The Second Quarter",,False,2017.0,Q2,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/quartertwo/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017/quartertwo/Pages/Revenues.aspx,"The Total Revenues, For The Second Quarter",,False,2017.0,Q2,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/quartertwo/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017/quartertwo/Documents/Q2%20English.pdf,Download Kingdom’s Second Quarter Budget Performance 2017,.pdf,True,2017.0,Q2,budget_performance_report
https://www.mof.gov.sa/en/financialreport/2017/quartertwo/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017/quartertwo,,,False,2017.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/quarterone2017/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017/quarterone2017/Pages/Disability.aspx,The Deficit For The First Quarter,,False,2017.0,Q1,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/quarterone2017/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017/quarterone2017/Pages/Expenses.aspx,"The Total Expenses, For The First Quarter",,False,2017.0,Q1,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/quarterone2017/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017/quarterone2017/Pages/Revenues.aspx,"The Total Revenues, For The First Quarter",,False,2017.0,Q1,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/quarterone2017/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2017/quarterone2017,,,False,2017.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2017/,https://www.mof.gov.sa/en/financialreport/2017/,Scroll,,False,2017.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2018/quarterone/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2018/quarterone,,,False,2018.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2018/quartertwo/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2018/quartertwo/Pages/H12018.aspx,half of the 2018 budget performance report,,False,2018.0,Mid-Year/H1,budget_performance_report
https://www.mof.gov.sa/en/financialreport/2018/quartertwo/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2018/quartertwo,,,False,2018.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2018/quarterThree/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2018/quarterThree/Documents/Q3E2018(oct29).pdf,,.pdf,True,2018.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2018/quarterThree/Pages/default.aspx,https://www.mof.gov.sa/en/financialreport/2018/quarterThree,,,False,2018.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2018/,https://www.mof.gov.sa/en/financialreport/2018/,Scroll,,False,2018.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2019/,https://www.mof.gov.sa/en/financialreport/2019/,Scroll,,False,2019.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2020/,https://www.mof.gov.sa/en/financialreport/2020/,Scroll,,False,2020.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2021/,https://www.mof.gov.sa/en/financialreport/2021/,Scroll,,False,2021.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2022/,https://www.mof.gov.sa/en/financialreport/2022/,Scroll,,False,2022.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2023/,https://www.mof.gov.sa/en/financialreport/2023/,Scroll,,False,2023.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2024/,https://www.mof.gov.sa/en/financialreport/2024/,Scroll,,False,2024.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2025/,https://www.mof.gov.sa/en/financialreport/2025/,Scroll,,False,2025.0,,other_financial_file
https://www.mof.gov.sa/en/financialreport/2026/,https://www.mof.gov.sa/en/financialreport/2026/,Scroll,,False,2026.0,,other_financial_file
